gkclasstype,gender,race,gkschid,gkfreelunch,gksurban,g8tmathss,g8treadss,hsgrdcol
REGULAR CLASS,MALE,WHITE,205488,NON-FREE LUNCH,SUBURBAN,802,731,NA
SMALL CLASS,MALE,WHITE,128076,NON-FREE LUNCH,SUBURBAN,861,743,YES
SMALL CLASS,MALE,WHITE,193423,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,215533,FREE LUNCH,RURAL,726,680,NA
SMALL CLASS,MALE,WHITE,193422,NON-FREE LUNCH,RURAL,820,771,YES
SMALL CLASS,MALE,WHITE,259915,NON-FREE LUNCH,RURAL,791,819,YES
REGULAR CLASS,MALE,WHITE,259915,FREE LUNCH,RURAL,785,760,NA
REGULAR CLASS,MALE,WHITE,159171,FREE LUNCH,RURAL,NA,690,NA
SMALL CLASS,MALE,WHITE,170295,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,215533,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,221571,NON-FREE LUNCH,RURAL,858,779,NA
SMALL CLASS,MALE,WHITE,228606,NON-FREE LUNCH,RURAL,794,763,YES
REGULAR CLASS,FEMALE,WHITE,231616,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,216536,NON-FREE LUNCH,RURAL,796,779,NA
SMALL CLASS,FEMALE,BLACK,244727,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,857,806,YES
REGULAR CLASS,MALE,WHITE,216536,FREE LUNCH,RURAL,694,697,NA
REGULAR CLASS,FEMALE,WHITE,257905,FREE LUNCH,URBAN,797,758,YES
REGULAR CLASS,FEMALE,WHITE,257905,NON-FREE LUNCH,URBAN,848,830,YES
SMALL CLASS,MALE,WHITE,257905,FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,180344,NON-FREE LUNCH,URBAN,765,741,YES
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,783,744,YES
REGULAR CLASS,MALE,WHITE,112038,NON-FREE LUNCH,URBAN,819,755,NA
SMALL CLASS,MALE,WHITE,130085,FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,128068,FREE LUNCH,RURAL,692,728,YES
REGULAR CLASS,MALE,WHITE,161183,FREE LUNCH,RURAL,802,773,YES
REGULAR CLASS,FEMALE,WHITE,123056,NON-FREE LUNCH,RURAL,775,777,YES
REGULAR CLASS,FEMALE,WHITE,168214,NON-FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,FEMALE,WHITE,168211,FREE LUNCH,RURAL,803,789,YES
REGULAR CLASS,MALE,WHITE,261927,NON-FREE LUNCH,RURAL,814,780,YES
SMALL CLASS,FEMALE,WHITE,234628,NON-FREE LUNCH,RURAL,874,796,YES
SMALL CLASS,FEMALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,NA,NA,YES
SMALL CLASS,MALE,WHITE,261927,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,201449,NON-FREE LUNCH,RURAL,824,792,YES
SMALL CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,887,843,YES
REGULAR CLASS,MALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,904,838,YES
SMALL CLASS,MALE,BLACK,221574,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,259915,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,257899,FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,MALE,WHITE,208503,NON-FREE LUNCH,RURAL,813,780,YES
REGULAR CLASS,MALE,WHITE,259915,FREE LUNCH,RURAL,679,770,NO
SMALL CLASS,MALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,189378,NON-FREE LUNCH,RURAL,798,727,YES
SMALL CLASS,FEMALE,WHITE,189378,FREE LUNCH,RURAL,788,791,NO
SMALL CLASS,MALE,WHITE,203452,NON-FREE LUNCH,RURAL,845,892,YES
REGULAR CLASS,FEMALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,717,755,NA
REGULAR CLASS,FEMALE,WHITE,218562,NON-FREE LUNCH,URBAN,805,791,YES
SMALL CLASS,FEMALE,WHITE,212522,FREE LUNCH,URBAN,703,649,NO
SMALL CLASS,MALE,WHITE,205488,NON-FREE LUNCH,SUBURBAN,NA,NA,NO
REGULAR CLASS,FEMALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,819,776,YES
REGULAR CLASS,MALE,WHITE,208501,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,180344,NON-FREE LUNCH,URBAN,816,786,YES
REGULAR CLASS,FEMALE,WHITE,225585,NON-FREE LUNCH,RURAL,781,752,YES
REGULAR CLASS,MALE,WHITE,228606,FREE LUNCH,RURAL,784,762,YES
SMALL CLASS,MALE,WHITE,228606,NON-FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,MALE,WHITE,228606,NON-FREE LUNCH,RURAL,833,770,YES
REGULAR CLASS,FEMALE,WHITE,228606,NON-FREE LUNCH,RURAL,792,733,NO
SMALL CLASS,FEMALE,WHITE,162184,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,162184,NON-FREE LUNCH,RURAL,920,812,YES
SMALL CLASS,MALE,WHITE,165199,NON-FREE LUNCH,URBAN,839,815,YES
SMALL CLASS,FEMALE,WHITE,193423,FREE LUNCH,RURAL,760,763,YES
REGULAR CLASS,MALE,WHITE,165199,NON-FREE LUNCH,URBAN,820,847,NA
SMALL CLASS,MALE,BLACK,244818,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,813,800,NO
REGULAR CLASS,FEMALE,WHITE,252885,FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,MALE,WHITE,257899,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,259915,NON-FREE LUNCH,RURAL,804,749,YES
REGULAR CLASS,MALE,WHITE,244839,NON-FREE LUNCH,SUBURBAN,841,856,NA
SMALL CLASS,MALE,WHITE,221574,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,234628,NON-FREE LUNCH,RURAL,790,738,YES
SMALL CLASS,MALE,BLACK,112038,FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,856,758,YES
SMALL CLASS,MALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,707,719,YES
REGULAR CLASS,MALE,WHITE,257899,NON-FREE LUNCH,RURAL,784,804,YES
SMALL CLASS,MALE,WHITE,161183,NON-FREE LUNCH,RURAL,786,777,YES
REGULAR CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,809,774,NA
SMALL CLASS,MALE,WHITE,161183,NON-FREE LUNCH,RURAL,755,721,NA
SMALL CLASS,FEMALE,WHITE,166203,NON-FREE LUNCH,URBAN,751,734,NA
SMALL CLASS,MALE,WHITE,164198,FREE LUNCH,RURAL,844,809,NA
SMALL CLASS,FEMALE,WHITE,166203,FREE LUNCH,URBAN,800,699,YES
SMALL CLASS,MALE,WHITE,164198,FREE LUNCH,RURAL,778,765,NO
SMALL CLASS,FEMALE,WHITE,166203,NON-FREE LUNCH,URBAN,737,791,NO
REGULAR CLASS,MALE,WHITE,166203,FREE LUNCH,URBAN,NA,NA,NO
REGULAR CLASS,FEMALE,WHITE,165199,NON-FREE LUNCH,URBAN,891,805,YES
SMALL CLASS,MALE,WHITE,166203,NON-FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,168211,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,168214,NON-FREE LUNCH,RURAL,831,775,YES
SMALL CLASS,MALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,891,808,YES
SMALL CLASS,MALE,WHITE,169280,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,854,804,NA
REGULAR CLASS,FEMALE,WHITE,169280,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,201449,NON-FREE LUNCH,RURAL,889,820,YES
REGULAR CLASS,FEMALE,WHITE,201449,NON-FREE LUNCH,RURAL,816,785,YES
REGULAR CLASS,MALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,803,861,NA
SMALL CLASS,FEMALE,BLACK,169231,NON-FREE LUNCH,INNER CITY,758,734,YES
SMALL CLASS,FEMALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,895,863,YES
SMALL CLASS,MALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,796,731,NA
SMALL CLASS,MALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,201449,NON-FREE LUNCH,RURAL,830,786,YES
REGULAR CLASS,FEMALE,WHITE,169280,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,201449,NON-FREE LUNCH,RURAL,761,772,NA
REGULAR CLASS,MALE,WHITE,201449,NON-FREE LUNCH,RURAL,884,892,YES
SMALL CLASS,MALE,WHITE,123056,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,173312,FREE LUNCH,RURAL,NA,NA,NO
REGULAR CLASS,MALE,WHITE,173312,NON-FREE LUNCH,RURAL,NA,NA,NO
REGULAR CLASS,FEMALE,WHITE,173312,NON-FREE LUNCH,RURAL,895,780,YES
REGULAR CLASS,FEMALE,WHITE,173312,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,209510,NON-FREE LUNCH,RURAL,741,736,NA
REGULAR CLASS,MALE,WHITE,173312,NON-FREE LUNCH,RURAL,713,649,YES
SMALL CLASS,MALE,WHITE,244801,NON-FREE LUNCH,SUBURBAN,797,765,NA
SMALL CLASS,FEMALE,WHITE,180344,FREE LUNCH,URBAN,782,787,YES
REGULAR CLASS,MALE,WHITE,257899,NON-FREE LUNCH,RURAL,774,808,YES
SMALL CLASS,FEMALE,WHITE,203457,NON-FREE LUNCH,RURAL,793,787,YES
SMALL CLASS,FEMALE,WHITE,203452,NON-FREE LUNCH,RURAL,807,856,YES
REGULAR CLASS,FEMALE,WHITE,203452,NON-FREE LUNCH,RURAL,826,850,YES
REGULAR CLASS,FEMALE,WHITE,203457,NON-FREE LUNCH,RURAL,817,803,YES
SMALL CLASS,FEMALE,WHITE,189382,NON-FREE LUNCH,SUBURBAN,793,843,NA
SMALL CLASS,FEMALE,WHITE,189382,NON-FREE LUNCH,SUBURBAN,824,797,YES
SMALL CLASS,MALE,WHITE,189396,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,189396,NON-FREE LUNCH,RURAL,728,736,NA
REGULAR CLASS,MALE,WHITE,189382,NON-FREE LUNCH,SUBURBAN,696,724,NA
SMALL CLASS,FEMALE,WHITE,189378,NON-FREE LUNCH,RURAL,771,751,YES
REGULAR CLASS,FEMALE,WHITE,189382,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,159171,NON-FREE LUNCH,RURAL,787,734,YES
REGULAR CLASS,MALE,WHITE,201449,FREE LUNCH,RURAL,779,745,YES
REGULAR CLASS,MALE,WHITE,201449,NON-FREE LUNCH,RURAL,807,779,NA
SMALL CLASS,MALE,WHITE,201449,NON-FREE LUNCH,RURAL,816,817,YES
REGULAR CLASS,FEMALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,885,844,YES
SMALL CLASS,MALE,WHITE,205491,FREE LUNCH,SUBURBAN,837,810,YES
SMALL CLASS,MALE,BLACK,205492,FREE LUNCH,SUBURBAN,738,735,NA
REGULAR CLASS,FEMALE,WHITE,128076,NON-FREE LUNCH,SUBURBAN,898,815,YES
SMALL CLASS,MALE,BLACK,205492,FREE LUNCH,SUBURBAN,847,809,NA
REGULAR CLASS,MALE,WHITE,212522,NON-FREE LUNCH,URBAN,789,842,NO
REGULAR CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,808,774,YES
REGULAR CLASS,FEMALE,WHITE,205488,NON-FREE LUNCH,SUBURBAN,895,892,YES
REGULAR CLASS,MALE,WHITE,212522,NON-FREE LUNCH,URBAN,725,737,NA
SMALL CLASS,FEMALE,WHITE,212522,NON-FREE LUNCH,URBAN,831,779,YES
SMALL CLASS,MALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,851,805,YES
REGULAR CLASS,FEMALE,WHITE,130085,FREE LUNCH,SUBURBAN,817,786,YES
SMALL CLASS,MALE,WHITE,203452,FREE LUNCH,RURAL,626,721,NA
SMALL CLASS,FEMALE,WHITE,128068,FREE LUNCH,RURAL,834,856,YES
SMALL CLASS,MALE,BLACK,205491,FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,203452,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,208501,FREE LUNCH,RURAL,NA,NA,NO
SMALL CLASS,MALE,WHITE,259915,NON-FREE LUNCH,RURAL,753,740,YES
SMALL CLASS,MALE,WHITE,208503,FREE LUNCH,RURAL,771,758,NO
REGULAR CLASS,MALE,WHITE,208503,FREE LUNCH,RURAL,785,736,NA
REGULAR CLASS,MALE,WHITE,208501,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,208501,FREE LUNCH,RURAL,811,744,NO
REGULAR CLASS,FEMALE,WHITE,208501,NON-FREE LUNCH,RURAL,846,799,YES
SMALL CLASS,MALE,WHITE,209510,NON-FREE LUNCH,RURAL,752,758,YES
SMALL CLASS,MALE,BLACK,212522,FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,193423,NON-FREE LUNCH,RURAL,839,812,YES
REGULAR CLASS,FEMALE,WHITE,215533,NON-FREE LUNCH,RURAL,812,803,NA
REGULAR CLASS,MALE,WHITE,215533,NON-FREE LUNCH,RURAL,896,794,YES
REGULAR CLASS,MALE,WHITE,215533,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,193422,FREE LUNCH,RURAL,782,800,YES
REGULAR CLASS,MALE,WHITE,215533,FREE LUNCH,RURAL,793,747,YES
REGULAR CLASS,MALE,WHITE,193423,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,215533,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,159171,NON-FREE LUNCH,RURAL,808,795,NA
SMALL CLASS,FEMALE,WHITE,215533,FREE LUNCH,RURAL,768,798,NA
SMALL CLASS,FEMALE,WHITE,215533,FREE LUNCH,RURAL,779,746,YES
REGULAR CLASS,FEMALE,WHITE,230612,NON-FREE LUNCH,RURAL,812,786,YES
SMALL CLASS,FEMALE,WHITE,193423,NON-FREE LUNCH,RURAL,781,760,YES
SMALL CLASS,FEMALE,WHITE,159171,FREE LUNCH,RURAL,882,803,YES
SMALL CLASS,FEMALE,WHITE,159171,NON-FREE LUNCH,RURAL,817,813,YES
SMALL CLASS,MALE,WHITE,193422,NON-FREE LUNCH,RURAL,811,777,YES
REGULAR CLASS,MALE,BLACK,159171,FREE LUNCH,RURAL,725,741,YES
SMALL CLASS,MALE,WHITE,193423,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,215533,NON-FREE LUNCH,RURAL,868,820,YES
REGULAR CLASS,MALE,WHITE,159171,NON-FREE LUNCH,RURAL,718,668,YES
REGULAR CLASS,FEMALE,WHITE,170295,NON-FREE LUNCH,RURAL,874,787,YES
REGULAR CLASS,MALE,WHITE,170295,FREE LUNCH,RURAL,749,735,NA
REGULAR CLASS,MALE,WHITE,193422,NON-FREE LUNCH,RURAL,780,792,YES
SMALL CLASS,MALE,WHITE,170295,NON-FREE LUNCH,RURAL,790,770,NA
SMALL CLASS,MALE,WHITE,215533,FREE LUNCH,RURAL,800,749,NA
SMALL CLASS,MALE,WHITE,215533,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,215533,NON-FREE LUNCH,RURAL,801,785,YES
REGULAR CLASS,FEMALE,WHITE,170295,NON-FREE LUNCH,RURAL,881,807,YES
REGULAR CLASS,MALE,WHITE,170295,NON-FREE LUNCH,RURAL,768,713,YES
REGULAR CLASS,FEMALE,WHITE,221574,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,259915,NON-FREE LUNCH,RURAL,815,743,YES
REGULAR CLASS,MALE,WHITE,221571,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,221571,NON-FREE LUNCH,RURAL,755,731,YES
SMALL CLASS,FEMALE,WHITE,228606,NON-FREE LUNCH,RURAL,808,825,YES
REGULAR CLASS,MALE,WHITE,173312,FREE LUNCH,RURAL,773,762,YES
REGULAR CLASS,FEMALE,BLACK,228606,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,231616,FREE LUNCH,RURAL,782,741,NA
SMALL CLASS,FEMALE,BLACK,193422,FREE LUNCH,RURAL,655,688,YES
SMALL CLASS,MALE,WHITE,230612,FREE LUNCH,RURAL,742,761,YES
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,809,772,YES
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,NA,NA,NO
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,881,829,YES
REGULAR CLASS,MALE,WHITE,231616,FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,FEMALE,WHITE,221571,NON-FREE LUNCH,RURAL,824,856,YES
SMALL CLASS,FEMALE,BLACK,244776,NON-FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,753,778,NO
REGULAR CLASS,FEMALE,BLACK,244774,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244780,NON-FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244799,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,MALE,BLACK,244736,FREE LUNCH,INNER CITY,742,710,NO
REGULAR CLASS,MALE,WHITE,257899,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,216536,NON-FREE LUNCH,RURAL,806,767,YES
SMALL CLASS,MALE,WHITE,252885,NON-FREE LUNCH,RURAL,831,836,NA
REGULAR CLASS,FEMALE,WHITE,216536,NON-FREE LUNCH,RURAL,835,813,YES
REGULAR CLASS,FEMALE,WHITE,216536,NON-FREE LUNCH,RURAL,825,783,NA
REGULAR CLASS,MALE,WHITE,216536,NON-FREE LUNCH,RURAL,808,795,YES
REGULAR CLASS,FEMALE,WHITE,216536,NON-FREE LUNCH,RURAL,787,785,YES
REGULAR CLASS,FEMALE,WHITE,216536,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,257899,FREE LUNCH,RURAL,774,776,NA
SMALL CLASS,MALE,WHITE,257899,FREE LUNCH,RURAL,NA,NA,NO
SMALL CLASS,MALE,WHITE,257905,NON-FREE LUNCH,URBAN,799,830,YES
REGULAR CLASS,FEMALE,WHITE,257899,NON-FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,MALE,WHITE,257905,NON-FREE LUNCH,URBAN,NA,NA,NO
REGULAR CLASS,FEMALE,WHITE,257899,FREE LUNCH,RURAL,758,745,YES
REGULAR CLASS,MALE,WHITE,257905,NON-FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,257905,FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,257905,NON-FREE LUNCH,URBAN,784,784,YES
SMALL CLASS,MALE,WHITE,257905,FREE LUNCH,URBAN,NA,NA,YES
REGULAR CLASS,MALE,WHITE,193423,NON-FREE LUNCH,RURAL,805,790,YES
REGULAR CLASS,MALE,WHITE,228606,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,228606,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,228606,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,261927,NON-FREE LUNCH,RURAL,782,770,YES
REGULAR CLASS,MALE,WHITE,221574,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,252885,NON-FREE LUNCH,RURAL,856,798,YES
REGULAR CLASS,MALE,WHITE,123056,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,748,785,NA
SMALL CLASS,FEMALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,795,766,YES
REGULAR CLASS,MALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,830,838,YES
SMALL CLASS,MALE,WHITE,128079,FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,FEMALE,WHITE,128079,NON-FREE LUNCH,RURAL,833,791,NA
REGULAR CLASS,MALE,WHITE,128068,FREE LUNCH,RURAL,822,789,YES
REGULAR CLASS,MALE,WHITE,128079,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,128079,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,128076,NON-FREE LUNCH,SUBURBAN,811,767,YES
SMALL CLASS,MALE,WHITE,170295,FREE LUNCH,RURAL,NA,NA,NO
SMALL CLASS,FEMALE,WHITE,257905,FREE LUNCH,URBAN,770,722,YES
SMALL CLASS,MALE,WHITE,161176,FREE LUNCH,RURAL,830,787,NA
REGULAR CLASS,FEMALE,WHITE,165199,NON-FREE LUNCH,URBAN,827,779,YES
REGULAR CLASS,MALE,WHITE,165199,NON-FREE LUNCH,URBAN,806,757,YES
REGULAR CLASS,FEMALE,WHITE,165199,NON-FREE LUNCH,URBAN,NA,NA,YES
REGULAR CLASS,MALE,WHITE,165199,FREE LUNCH,URBAN,805,777,NA
REGULAR CLASS,FEMALE,BLACK,112038,FREE LUNCH,URBAN,740,711,NO
REGULAR CLASS,MALE,WHITE,164198,NON-FREE LUNCH,RURAL,821,767,YES
SMALL CLASS,MALE,WHITE,165199,FREE LUNCH,URBAN,NA,NA,NO
SMALL CLASS,FEMALE,BLACK,166203,FREE LUNCH,URBAN,796,758,NA
REGULAR CLASS,FEMALE,BLACK,164198,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,176329,FREE LUNCH,RURAL,786,767,YES
SMALL CLASS,MALE,WHITE,123056,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,168214,NON-FREE LUNCH,RURAL,811,793,YES
REGULAR CLASS,MALE,WHITE,168211,FREE LUNCH,RURAL,NA,NA,NO
REGULAR CLASS,FEMALE,WHITE,168211,FREE LUNCH,RURAL,794,787,YES
SMALL CLASS,FEMALE,WHITE,168211,FREE LUNCH,RURAL,785,761,YES
REGULAR CLASS,MALE,WHITE,169231,NON-FREE LUNCH,INNER CITY,752,751,NA
REGULAR CLASS,FEMALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,804,774,YES
SMALL CLASS,FEMALE,WHITE,216536,NON-FREE LUNCH,RURAL,753,769,YES
REGULAR CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,169219,NON-FREE LUNCH,SUBURBAN,821,803,NA
SMALL CLASS,MALE,WHITE,216536,NON-FREE LUNCH,RURAL,796,757,YES
SMALL CLASS,FEMALE,WHITE,230612,FREE LUNCH,RURAL,740,766,NO
REGULAR CLASS,FEMALE,WHITE,216536,NON-FREE LUNCH,RURAL,808,763,YES
REGULAR CLASS,MALE,WHITE,201449,NON-FREE LUNCH,RURAL,821,846,YES
SMALL CLASS,MALE,WHITE,252885,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,201449,NON-FREE LUNCH,RURAL,920,816,NA
REGULAR CLASS,FEMALE,WHITE,169229,FREE LUNCH,SUBURBAN,757,726,NA
SMALL CLASS,FEMALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,743,742,YES
REGULAR CLASS,FEMALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,817,803,YES
REGULAR CLASS,MALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,809,858,YES
REGULAR CLASS,FEMALE,WHITE,201449,FREE LUNCH,RURAL,759,730,YES
SMALL CLASS,MALE,WHITE,201449,NON-FREE LUNCH,RURAL,815,797,YES
REGULAR CLASS,MALE,WHITE,201449,FREE LUNCH,RURAL,NA,NA,NO
SMALL CLASS,FEMALE,WHITE,173312,NON-FREE LUNCH,RURAL,845,787,YES
SMALL CLASS,FEMALE,WHITE,173312,NON-FREE LUNCH,RURAL,873,744,YES
REGULAR CLASS,MALE,WHITE,173312,NON-FREE LUNCH,RURAL,866,806,YES
REGULAR CLASS,MALE,WHITE,173312,FREE LUNCH,RURAL,858,812,YES
REGULAR CLASS,MALE,WHITE,168211,NON-FREE LUNCH,RURAL,804,778,NA
REGULAR CLASS,FEMALE,WHITE,123056,FREE LUNCH,RURAL,759,799,NO
SMALL CLASS,MALE,WHITE,180344,FREE LUNCH,URBAN,811,834,YES
REGULAR CLASS,FEMALE,WHITE,257899,NON-FREE LUNCH,RURAL,821,806,YES
SMALL CLASS,MALE,WHITE,203457,NON-FREE LUNCH,RURAL,809,807,YES
REGULAR CLASS,MALE,WHITE,203452,FREE LUNCH,RURAL,606,685,NA
SMALL CLASS,FEMALE,WHITE,203452,NON-FREE LUNCH,RURAL,735,777,YES
SMALL CLASS,FEMALE,WHITE,234628,NON-FREE LUNCH,RURAL,789,757,YES
SMALL CLASS,FEMALE,WHITE,218562,NON-FREE LUNCH,URBAN,878,798,NA
SMALL CLASS,MALE,WHITE,234628,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,189396,FREE LUNCH,RURAL,NA,NA,NO
